NR	NQ	NP	num_processes	run_index	benchmark_type	processor_model	id	time	overhead
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1048.606781	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	997.671034	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1051.226585	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1347.916208	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1056.260372	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1418.332594	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1102.596769	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1039.229324	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1359.28318	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1048.414133	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1272.349596	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1152.658655	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1064.830912	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1015.41107	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1048.038094	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1074.543812	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1248.604342	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1273.103096	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1022.741682	0
128	512	512	1	0	basic	XeonE3_1585Lv5	2	1004.841402	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1028.932594	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1154.431398	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1079.897665	1
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1269.391344	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1003.949137	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1111.023895	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1058.196407	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1115.956635	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1646.481741	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1014.159317	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	999.624624	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1036.388317	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1004.808413	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	996.717758	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1294.254082	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1122.412775	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	994.243555	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1285.714739	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	981.711943	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1009.60939	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1000.55512	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1049.516758	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1570.659271	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1058.069635	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1086.63513	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1504.473297	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1000.314753	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1217.766769	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1190.488941	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1307.559505	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1088.073429	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1035.112045	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1008.807447	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	978.144148	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	980.882578	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1232.734125	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1087.088804	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1064.100592	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1049.893871	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1133.935904	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1003.047127	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1007.544704	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1040.938955	1
128	512	512	1	1	basic	XeonE3_1585Lv5	2	991.373722	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1099.220514	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1007.765844	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1307.476177	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1003.283224	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1038.206577	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1013.062162	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	969.233746	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1020.430285	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1005.239651	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1703.618784	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1446.671053	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1022.882051	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1124.139162	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	965.572298	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1047.212063	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1195.842234	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1078.596823	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1048.214491	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1127.806307	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1121.600149	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1180.320427	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1165.459904	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1103.271183	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	961.810427	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1048.068491	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	947.846569	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1090.050156	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	950.093578	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	962.881584	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	995.647314	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1032.401749	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	997.37014	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	997.972664	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	995.360649	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	995.48208	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1007.160114	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1387.800142	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	974.896492	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1058.524021	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1058.040434	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1079.804365	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1068.283018	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	983.26277	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1053.257261	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	975.12974	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1116.931997	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1298.917606	18
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1021.544888	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1028.714304	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1044.020668	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	977.149912	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	990.849541	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1121.129381	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1335.974369	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1193.988363	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	993.32303	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	982.852184	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1013.535067	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1024.179335	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1091.720278	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1302.541662	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	974.501575	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1124.455381	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1024.945312	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1044.983927	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1162.421989	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1079.230684	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1223.535633	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1026.691996	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1473.828875	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	985.316059	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1127.657812	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1056.249949	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1105.998932	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	978.762342	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1272.862635	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	2224.897684	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1121.140066	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	980.689217	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1247.425146	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1015.296349	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1043.766411	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	983.239979	0
128	512	512	1	1	basic	XeonE3_1585Lv5	2	1072.148869	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1019.852411	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1097.142757	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1075.380547	1
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1000.518431	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	999.478981	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1068.887457	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1026.185968	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	998.174593	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1234.155005	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	993.676365	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1226.278475	13
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1033.638033	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1107.869497	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	999.211906	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1041.225054	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	988.461308	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1069.178387	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1059.113634	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1210.395437	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1086.742563	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1354.030037	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1051.120304	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1059.787018	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1090.119438	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1173.889345	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1693.47257	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1268.014578	18
128	512	512	1	2	basic	XeonE3_1585Lv5	2	978.655796	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1055.544464	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1568.217255	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1449.11816	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1402.36179	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1070.238848	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1001.920742	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1241.991297	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1119.70833	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	965.74226	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1021.38755	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	974.52969	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	969.96487	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	972.900541	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1101.135687	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	965.322777	1
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1037.698973	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	954.56221	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1407.296236	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1016.783203	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	966.881773	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1078.151701	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1426.297621	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1111.270947	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	960.852324	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1144.196117	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	985.745352	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1053.530376	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	945.584982	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1442.941284	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	955.948856	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1407.401642	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	958.241411	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1129.849644	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1167.141645	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1346.657028	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1007.823069	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1169.90354	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1042.500952	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1050.44087	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	996.853113	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1037.952869	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1126.587072	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	2146.824072	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1915.237553	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	991.048717	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1199.81185	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1419.828749	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1007.767872	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1001.223858	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1179.186659	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1144.482775	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1128.211237	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1333.008863	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1106.588259	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1062.67675	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	997.28684	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1160.136486	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1035.02824	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1063.295294	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	989.826233	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1030.847292	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1024.346012	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1054.752859	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	976.619631	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1052.032627	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1077.858986	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1439.104685	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	980.474033	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1065.425116	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1122.008724	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1048.445652	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1077.877502	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	987.028372	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	984.167837	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1143.553717	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1016.666048	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1056.850988	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1068.005045	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1229.513624	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1054.496469	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	970.764309	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	962.359688	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	980.411005	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1257.877182	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1040.807352	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1066.465633	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	981.184448	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	973.091766	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1062.690639	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1013.032068	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1039.468067	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	978.402611	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	972.641302	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	970.319899	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1041.680859	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1095.767509	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	975.597271	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1015.249491	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	995.814732	0
128	512	512	1	2	basic	XeonE3_1585Lv5	2	1013.960773	0
128	512	512	1	3	basic	XeonE3_1585Lv5	2	1015.962831	0
128	512	512	1	3	basic	XeonE3_1585Lv5	2	985.791756	0
128	512	512	1	3	basic	XeonE3_1585Lv5	2	1199.058794	19
128	512	512	1	3	basic	XeonE3_1585Lv5	2	1127.822842	0
128	512	512	1	3	basic	XeonE3_1585Lv5	2	1000.51018	0
