alternative,n,time_steps,ghost_cells,cores,run,kernel_time,effective_time
lsb,1000000,1000,8,34,2,2987328.7885720003,3041335.4838850005
lsb,1000000,1000,8,34,3,3079045.8603500007,3096711.2426799997
lsb,1000000,1000,8,34,4,3458960.544427,3484626.657718
lsb,1000000,1000,8,34,5,3327294.3173859995,3342262.831058
lsb,1000000,1000,8,34,6,2931293.2202149997,2958103.272935
lsb,1000000,1000,8,34,7,2971289.5327139995,2984043.837893
lsb,1000000,1000,8,34,8,3128149.9404349998,3143663.3779370002
lsb,1000000,1000,8,34,9,3031292.7280260003,3076380.4902339997
lsb,1000000,1000,8,36,0,3359150.579591,3374268.291505
lsb,1000000,1000,8,36,1,3058976.9433580004,3074509.894046
lsb,1000000,1000,8,36,2,3095895.7412170004,3109401.2519460004
lsb,1000000,1000,8,36,3,3185223.329102,3202361.9721669997
lsb,1000000,1000,8,36,4,2939497.6684549996,2954035.516109
lsb,1000000,1000,8,36,5,3129951.7626940007,3152463.4907270004
lsb,1000000,1000,8,36,6,3510276.279299,3545226.7031250005
lsb,1000000,1000,8,36,7,2960649.162593,2985409.7446300006
lsb,1000000,1000,8,36,8,3065930.8369080005,3077928.497566
lsb,1000000,1000,8,36,9,2944474.5937519995,2961388.574214
lsb,1000000,1000,8,38,0,3576708.647465,3603754.2485309993
lsb,1000000,1000,8,38,1,3276630.6904250006,3291458.045896
lsb,1000000,1000,8,38,2,3320136.8886730005,3333891.4145539994
lsb,1000000,1000,8,38,3,3603374.1362330006,3624198.6709020003
lsb,1000000,1000,8,38,4,3044324.1044989997,3060374.343265999
lsb,1000000,1000,8,38,5,3475469.8100639996,3494011.8984389994
lsb,1000000,1000,8,38,6,3177558.745118,3192816.745607
lsb,1000000,1000,8,38,7,3621022.2246109997,3644686.1391570005
lsb,1000000,1000,8,38,8,3150328.3642630004,3165294.691898
lsb,1000000,1000,8,38,9,3177291.418942,3189192.7636720007
lsb,1000000,1000,8,40,0,3163666.522456999,3179924.1899449993
lsb,1000000,1000,8,40,1,3148504.6435509995,3161945.870602
lsb,1000000,1000,8,40,2,3107226.3408200005,3122228.5302740005
lsb,1000000,1000,8,40,3,3420520.195802999,3433500.469721001
lsb,1000000,1000,8,40,4,3925522.7133800006,3951011.037595
lsb,1000000,1000,8,40,5,3665433.5922829993,3690882.345205
lsb,1000000,1000,8,40,6,3496828.5927649997,3511463.881341
lsb,1000000,1000,8,40,7,3212238.764645,3226563.227049
lsb,1000000,1000,8,40,8,3030888.207518,3053177.1137689995
lsb,1000000,1000,8,40,9,3117623.312008,3128193.674313
lsb,1000000,1000,8,42,0,3055963.245606,3077110.9453109996
lsb,1000000,1000,8,42,1,3623680.1723679993,3649393.7802770003
lsb,1000000,1000,8,42,2,3174589.178717,3191009.876956001
lsb,1000000,1000,8,42,3,3033169.447260999,3048035.947745
lsb,1000000,1000,8,42,4,3088481.1337860003,3109140.1250010007
lsb,1000000,1000,8,42,5,3129825.712402,3146077.842779
lsb,1000000,1000,8,42,6,3113949.6284179995,3157273.912108
lsb,1000000,1000,8,42,7,3320166.4912129994,3336498.5800759997
lsb,1000000,1000,8,42,8,3045149.43897,3067440.9209049996
lsb,1000000,1000,8,42,9,3268066.4130849997,3294526.6879869998
lsb,1000000,1000,8,44,0,3357348.9077120004,3373764.93456
lsb,1000000,1000,8,44,1,3511812.5131779998,3524017.3779309997
lsb,1000000,1000,8,44,2,3185981.703125,3207507.7612339994
lsb,1000000,1000,8,44,3,3476737.167971,3492205.5532260006
lsb,1000000,1000,8,44,4,3416881.274415999,3433561.627934
lsb,1000000,1000,8,44,5,3418492.7172910003,3430357.148435
lsb,1000000,1000,8,44,6,3260859.3871989995,3276269.501466
lsb,1000000,1000,8,44,7,3287581.1225660006,3322341.5585870002
lsb,1000000,1000,8,44,8,3812558.087891,3828142.3725650003
lsb,1000000,1000,8,44,9,3236473.9458020004,3252700.459472001
lsb,1000000,1000,8,46,0,3183407.0366289997,3200433.9931679997
lsb,1000000,1000,8,46,1,3507117.446288,3532524.3085960005
lsb,1000000,1000,8,46,2,3271992.6699200002,3287071.2348650005
lsb,1000000,1000,8,46,3,3607858.199223,3621403.3876910005
lsb,1000000,1000,8,46,4,3371822.655269,3388069.4511740003
lsb,1000000,1000,8,46,5,3288878.9023389993,3303819.2641519997
lsb,1000000,1000,8,46,6,3445637.9575239997,3462672.753912
lsb,1000000,1000,8,46,7,3107706.109858,3134459.145995
lsb,1000000,1000,8,46,8,3362964.2656179997,3375472.4614199996
lsb,1000000,1000,8,46,9,3289697.507822,3306423.496101
lsb,1000000,1000,8,48,0,3424764.900395,3470643.034672
lsb,1000000,1000,8,48,1,3817219.8359359996,3829286.1630809996
lsb,1000000,1000,8,48,2,3519771.865235,3535561.3588920003
lsb,1000000,1000,8,48,3,3783499.2119199997,3807782.997075
lsb,1000000,1000,8,48,4,3484328.753894999,3500156.176759
lsb,1000000,1000,8,48,5,3286778.812991999,3304598.5688469997
lsb,1000000,1000,8,48,6,4032388.7597619994,4058753.0942240003
lsb,1000000,1000,8,48,7,3175489.933595,3189370.9575189995
lsb,1000000,1000,8,48,8,3475540.0947270007,3491396.021969
lsb,1000000,1000,8,48,9,3224768.2060519997,3242470.642575
