n,time_steps,ghost_cells,cores,run,rank,alternative,total_time,init_time,compute_time,sync_time,write_time,kernel_time,effective_time
1000000,1000,8,12,0,4,lsb,2738594.976072,12052.239746,2367618.947753,341486.646483,17437.14209,2709105.594236,2726542.736326
1000000,1000,8,12,0,5,lsb,2738206.8832920003,11717.790527,2352002.9619059996,349601.718261,24884.412598,2701604.680167,2726489.0927649997
1000000,1000,8,12,0,6,lsb,2738695.6874979995,11884.191406,2370770.427248,321854.10546500003,34186.963379,2692624.532713,2726811.496092
1000000,1000,8,12,0,7,lsb,2738237.7875920003,11708.435059,2383230.270508,298706.352045,44592.729980000004,2681936.622553,2726529.352533
1000000,1000,8,12,0,8,lsb,2738758.768556,10510.977539,746230.1479490001,1925391.7041030002,56625.938965,2671621.8520520004,2728247.7910170006
1000000,1000,8,12,0,9,lsb,2738343.3237300003,10077.571777,711809.0756799999,1949465.178226,66991.498047,2661274.253906,2728265.7519529997
1000000,1000,8,14,0,0,lsb,2916295.271968,10875.290039,2725157.8774359995,132250.345216,48011.759277,2857408.2226519994,2905419.9819289995
1000000,1000,8,14,0,1,lsb,2915894.883786,13622.163574,2771847.0141580002,90482.09667900001,39943.609375,2862329.1108370004,2902272.7202120004
1000000,1000,8,14,0,10,lsb,2916489.055172,9870.537598,707576.4555650002,2159796.597165,39245.464844,2867373.0527300006,2906618.5175740006
1000000,1000,8,14,0,11,lsb,2916354.668949,9671.027832,720149.063474,2138839.1738340002,47695.403808999996,2858988.237308,2906683.641117
1000000,1000,8,14,0,12,lsb,2916466.283199,9360.749512,652656.4243150001,2196545.9179660003,57903.19140599999,2849202.342281,2907105.533687
1000000,1000,8,14,0,13,lsb,2916155.364255,11546.365234,877657.767088,1958430.52246,68520.709473,2836088.289548,2904608.9990209998
1000000,1000,8,14,0,2,lsb,2916403.945312,11014.490723,2735204.125484,139754.461429,30430.867675999998,2874958.586913,2905389.454589
1000000,1000,8,14,0,3,lsb,2916247.644037,10719.893555,2726979.538082999,155271.90624699998,23276.306152,2882251.4443299994,2905527.7504819995
1000000,1000,8,14,0,4,lsb,2916313.757328,13144.687012,2841916.5249029994,46978.468264999996,14274.077147999998,2888894.993167999,2903169.070315999
1000000,1000,8,14,0,5,lsb,2915972.371093,10106.342284999999,2815686.9501949996,76415.68847600001,13763.390137,2892102.6386709996,2905866.0288079996
1000000,1000,8,14,0,6,lsb,2916368.4794819998,13234.226562,2875647.6288980003,14075.810545000002,13410.813477,2889723.439443,2903134.2529200003
1000000,1000,8,14,0,7,lsb,2916269.9882799997,10268.281738,2858375.3051730003,34278.31201399999,13348.089355,2892653.6171870003,2906001.706542
1000000,1000,8,14,0,8,lsb,2916397.741205,9779.396973,706363.7573199999,2178575.4702129997,21679.116699000002,2884939.2275329996,2906618.3442319995
1000000,1000,8,14,0,9,lsb,2916120.7763790004,10658.3125,727497.234381,2148277.4882869995,29687.741211,2875774.7226679996,2905462.4638789995
1000000,1000,8,16,0,0,lsb,2360956.876948,14868.626465000001,1123068.213862,1123592.550293,99427.486328,2246660.764155,2346088.250483
1000000,1000,8,16,0,1,lsb,2360991.8867180003,14935.233397999998,1009199.2763660001,1247316.372559,89541.00439500001,2256515.648925,2346056.65332
1000000,1000,8,16,0,10,lsb,2360942.5292850006,14982.142578,2320242.9355419995,12360.742669000001,13356.708496,2332603.6782109994,2345960.3867069995
1000000,1000,8,16,0,11,lsb,2360980.6132810004,15072.689453,2318851.293453,13723.820805,13332.80957,2332575.114258,2345907.923828
1000000,1000,8,16,0,12,lsb,2360904.956546,14511.766113,1342645.811527,979437.7773440001,24309.601562,2322083.5888710003,2346393.190433
1000000,1000,8,16,0,13,lsb,2360948.873047,16334.731445,1394998.2568360001,913247.742676,36368.14209,2308245.999512,2344614.141602
1000000,1000,8,16,0,14,lsb,2360647.829587,16113.818847999999,1393345.868651,905950.5688460001,45237.573242,2299296.437497,2344534.010739
1000000,1000,8,16,0,15,lsb,2360957.325196,14298.623047,1370966.2255879997,920191.382323,55501.094238,2291157.6079109996,2346658.7021489996
1000000,1000,8,16,0,2,lsb,2360814.869624,14964.188477000002,1030944.0956969998,1235198.56543,79708.02002000001,2266142.6611269997,2345850.681147
1000000,1000,8,16,0,3,lsb,2360971.914071,14914.386719,1106342.661625,1171412.02393,68302.841797,2277754.685555,2346057.5273519997
1000000,1000,8,16,0,4,lsb,2360990.730466,14499.870116999999,951814.641599,1338022.1811519996,56654.037598,2289836.8227509996,2346490.8603489995
1000000,1000,8,16,0,5,lsb,2361032.9638679996,14558.931152000001,995402.771486,1303897.3876950003,47173.873535,2299300.159181,2346474.032716
1000000,1000,8,16,0,6,lsb,2360726.503912,16694.289550999998,1376829.253913,928769.577636,38433.382812,2305598.831549,2344032.214361
1000000,1000,8,16,0,7,lsb,2361047.086422,14796.179199,1043330.3510719999,1277321.234374,25599.321777,2320651.585446,2346250.907223
1000000,1000,8,16,0,8,lsb,2360905.4736329997,14777.378418,2283696.6298840004,48734.143065,13697.322266,2332430.7729490004,2346128.095215
1000000,1000,8,16,0,9,lsb,2360966.7709999997,14858.850586000002,2280774.960452,51807.289551999995,13525.670409999999,2332582.250004,2346107.920414
1000000,1000,8,18,0,0,lsb,2319596.0449179998,11181.496094,1101544.1455080002,1087386.3715779998,119484.031738,2188930.517086,2308414.548824
1000000,1000,8,18,0,1,lsb,2319127.388669,10578.331055,1019536.15039,1178285.7963840002,110727.11084000001,2197821.9467740003,2308549.0576140005
1000000,1000,8,18,0,10,lsb,2319409.854493,11032.611328,1231927.9067390002,1051832.201172,24617.135254,2283760.107911,2308377.243165
1000000,1000,8,18,0,11,lsb,2319061.985347,10600.338867,1288384.9741219997,1003084.309565,16992.362793,2291469.2836869997,2308461.6464799996
1000000,1000,8,18,0,12,lsb,2319769.4311459996,11132.472656,2254853.7939420003,43294.14697000001,10489.017578,2298147.9409120004,2308636.9584900006
1000000,1000,8,18,0,13,lsb,2319094.24267,10419.875488,2257516.438963,40984.60497699999,10173.323242,2298501.0439400002,2308674.367182
1000000,1000,8,18,0,14,lsb,2319712.674805,11313.025391,2289031.7094699997,9267.650881999998,10100.289062,2298299.3603519998,2308399.6494139996
1000000,1000,8,18,0,15,lsb,2319084.6455079997,10415.628418,2285877.623537,12750.867186000001,10040.526367,2298628.490723,2308669.0170899997
1000000,1000,8,18,0,16,lsb,2319749.266109,9435.665039,856012.9394529999,1438387.886226,15912.775391,2294400.825679,2310313.60107
1000000,1000,8,18,0,17,lsb,2319211.624511,8860.257324,853405.3520500001,1433189.589356,23756.425781,2286594.9414060004,2310351.3671870003
1000000,1000,8,18,0,2,lsb,2319669.393546,11011.257324,1024198.719233,1183598.9135709999,100860.503418,2207797.632804,2308658.136222
1000000,1000,8,18,0,3,lsb,2319306.572753,10538.941406,1093427.2124009999,1123985.7480479998,91354.670898,2217412.960449,2308767.6313469997
1000000,1000,8,18,0,4,lsb,2319563.041508,10789.8125,964292.8706069998,1264177.3232449999,80303.035156,2228470.193852,2308773.229008
1000000,1000,8,18,0,5,lsb,2319067.401373,10082.779297,918288.7568379999,1319888.860843,70807.00439500001,2238177.617681,2308984.622076
1000000,1000,8,18,0,6,lsb,2319709.847659,10703.141602,918930.9409219999,1328727.0693339999,61348.695801,2247658.010256,2309006.706057
1000000,1000,8,18,0,7,lsb,2319078.083986,12496.821777,1416221.349126,838124.319333,52235.59375,2254345.668459,2306581.262209
1000000,1000,8,18,0,8,lsb,2319629.027348,11100.343262,1353181.18848,912441.333985,42906.161621,2265622.522465,2308528.684086
1000000,1000,8,18,0,9,lsb,2319061.208004,10674.585938,1187590.385251,1086816.5722639998,33979.664551,2274406.957515,2308386.622066
1000000,1000,8,1,0,0,lsb,1155101.556186,8962.547363,1142173.728518,2.615754000000001,3962.664551,1142176.344272,1146139.0088230001
1000000,1000,8,20,0,0,lsb,2351729.612796,13806.736328,1012991.295899,1241883.0756859998,83048.504883,2254874.371585,2337922.876468
1000000,1000,8,20,0,1,lsb,2351433.4706969997,13193.212891,958812.9487329999,1309855.14794,69572.161133,2268668.0966729997,2338240.257806
1000000,1000,8,20,0,10,lsb,2351647.8608379997,14339.935059,2318605.380368,8334.670898999997,10367.874512,2326940.051267,2337307.925779
1000000,1000,8,20,0,11,lsb,2351086.87548,13574.481445,2316439.6972629996,10689.299799000004,10383.396973,2327128.9970619995,2337512.3940349994
1000000,1000,8,20,0,12,lsb,2351447.6025400003,13996.265137,1348234.990236,972255.1396470001,16961.20752,2320490.129883,2337451.3374030003
1000000,1000,8,20,0,13,lsb,2351225.52294,14427.151366999999,1270821.9755809999,1041956.2285119998,24020.16748,2312778.204093,2336798.3715729997
1000000,1000,8,20,0,14,lsb,2351685.3544929996,13884.291991999999,1248236.27539,1057448.712892,32116.074219,2305684.988282,2337801.0625010002
1000000,1000,8,20,0,15,lsb,2351087.1030280003,13523.558594,1387700.981932,908914.1284200001,40948.434082,2296615.110352,2337563.5444340003
1000000,1000,8,20,0,16,lsb,2351561.398917,13804.420897999998,935141.5952099999,1352981.8354459999,49633.547363,2288123.430656,2337756.978019
1000000,1000,8,20,0,17,lsb,2351445.8544889996,13517.524413999998,952841.277829,1329108.74707,55978.305176,2281950.0248990003,2337928.3300750004
1000000,1000,8,20,0,18,lsb,2351605.2343809996,13719.499512,874204.064944,1398876.3593779998,64805.310547,2273080.424322,2337885.7348689996
1000000,1000,8,20,0,19,lsb,2351099.377928,13261.187012,896937.6098639999,1362587.253904,78313.327148,2259524.8637679997,2337838.1909159995
1000000,1000,8,20,0,2,lsb,2351680.8193320003,13827.225097999999,960026.2236330002,1314871.241695,62956.12890599999,2274897.4653280005,2337853.5942340004
1000000,1000,8,20,0,3,lsb,2351184.300784,15465.062012,1443704.19531,839877.0566460001,52137.986816000004,2283581.251956,2335719.238772
1000000,1000,8,20,0,4,lsb,2351787.663575,14070.214355000002,991777.629393,1302742.4472679999,43197.372558999996,2294520.076661,2337717.44922
1000000,1000,8,20,0,5,lsb,2351485.7763719996,13890.171875,870270.7861349998,1433495.4506859998,33829.367676,2303766.2368209995,2337595.6044969996
1000000,1000,8,20,0,6,lsb,2351615.802738,14127.541016,888784.223144,1423724.204105,24979.834473,2312508.427249,2337488.261722
1000000,1000,8,20,0,7,lsb,2351129.8349639997,13569.864258000001,994259.949219,1325455.1284210002,17844.893066,2319715.0776400003,2337559.9707060005
1000000,1000,8,20,0,8,lsb,2351686.569812,14001.680663999998,2284765.515129,41804.77733899999,11114.59668,2326570.2924679997,2337684.8891479997
1000000,1000,8,20,0,9,lsb,2351405.4863299998,13749.343262,2286476.007816,40459.811033,10720.324219,2326935.8188489997,2337656.1430679997
1000000,1000,8,22,0,0,lsb,3066902.873048,19522.443359,2984392.1713880007,51828.37060599999,11159.887695,3036220.541994001,3047380.429689001
1000000,1000,8,22,0,1,lsb,3067431.8105450002,18679.990234,2990668.112793,47254.40331899999,10829.304199,3037922.5161119998,3048751.8203109996
1000000,1000,8,22,0,10,lsb,3067022.264645,18497.708008,978449.8671820002,1997239.1084,72835.581055,2975688.9755820003,3048524.5566370003
1000000,1000,8,22,0,11,lsb,3067552.126952,20275.561035,978468.2626929999,1989725.3320330002,79082.97119099999,2968193.594726,3047276.565917
1000000,1000,8,22,0,12,lsb,3066940.1108339997,19558.446777,1083955.76269,1878767.995117,84657.90625,2962723.757807,3047381.664057
1000000,1000,8,22,0,13,lsb,3067401.2748950003,20147.802734,1086849.110345,1868507.646972,91896.714844,2955356.757317,3047253.472161
1000000,1000,8,22,0,14,lsb,3066984.9926779997,19509.20166,1093719.5361339997,1858770.6367199998,94985.618164,2952490.172854,3047475.791018
1000000,1000,8,22,0,15,lsb,3067479.804202,18698.349609,1093032.762212,1837544.2436510003,118204.44872999999,2930577.0058630006,3048781.4545930005
1000000,1000,8,22,0,16,lsb,3067099.962894,18623.529297,928457.0283210002,1993723.079104,126296.326172,2922180.107425,3048476.433597
1000000,1000,8,22,0,17,lsb,3067303.402834,19073.658203,892094.7670899999,2009742.8852560003,146392.092285,2901837.652346,3048229.744631
1000000,1000,8,22,0,18,lsb,3066936.58789,18585.275879,877916.279785,2010082.6855460003,160352.34668,2887998.9653310003,3048351.3120110002
1000000,1000,8,22,0,19,lsb,3067375.2372979997,19025.216797,910203.842771,1961142.2373000004,177003.94043,2871346.0800710004,3048350.0205010003
1000000,1000,8,22,0,2,lsb,3067006.257326,19561.518555000002,3018986.959963,17849.549804,10608.229004,3036836.509767,3047444.738771
1000000,1000,8,22,0,20,lsb,3067104.669439,17140.322754,659098.237304,2200199.72608,190666.383301,2859297.9633839997,3049964.3466849998
1000000,1000,8,22,0,21,lsb,3067572.752927,17592.167969,663086.056152,2184714.4326150003,202180.09619100002,2847800.4887670004,3049980.5849580006
1000000,1000,8,22,0,3,lsb,3067385.132321,20250.254395,3017168.053713,19403.194330000002,10563.629883,3036571.2480429998,3047134.877926
1000000,1000,8,22,0,4,lsb,3066892.0292950002,19567.715819999998,2803742.546386,226376.63623,17205.130859,3030119.1826159996,3047324.3134749997
1000000,1000,8,22,0,5,lsb,3067372.498048,18852.904297,2835487.937991,188331.338865,24700.316895,3023819.2768559996,3048519.593751
1000000,1000,8,22,0,6,lsb,3066950.528809,20142.421387000002,2897636.770995,116592.33203199999,32579.004395,3014229.103027,3046808.1074220003
1000000,1000,8,22,0,7,lsb,3067449.47363,18903.913086,2855959.8349570003,150453.69336,42132.032226999996,3006413.5283170003,3048545.5605440005
1000000,1000,8,22,0,8,lsb,3066972.735341,18496.500487999998,977753.9946259999,2015089.421379,55632.818848,2992843.416005,3048476.234853
1000000,1000,8,22,0,9,lsb,3067450.770995,19231.309082,975604.0263650002,2007248.5727549999,65366.86279299999,2982852.59912,3048219.461913
1000000,1000,8,24,0,0,lsb,2462522.22461,15708.291503999999,2391795.1381840003,41963.836914,13054.958008,2433758.9750980004,2446813.9331060005
1000000,1000,8,24,0,1,lsb,2461669.527345,14824.165038999998,2397737.374022,40706.78711200001,8401.201172,2438444.161134,2446845.3623059997
1000000,1000,8,24,0,10,lsb,2462607.660644,15470.228027000001,923893.4672849998,1456187.4609369999,67056.50439500001,2380080.9282219997,2447137.432617
1000000,1000,8,24,0,11,lsb,2461631.863284,15023.052246000001,1073670.04736,1296842.8491269997,76095.914551,2370512.8964869995,2446608.8110379996
1000000,1000,8,24,0,12,lsb,2462606.7387649994,15326.822753999999,1113495.081056,1243488.4941349998,90296.34082,2356983.5751909995,2447279.9160109996
1000000,1000,8,24,0,13,lsb,2461756.746094,17061.859375,1465850.6567360002,886604.5180689999,92239.711914,2352455.174805,2444694.886719
1000000,1000,8,24,0,14,lsb,2462634.510732,15519.858397999998,1098004.6997040003,1244502.331048,104607.621582,2342507.0307520004,2447114.6523340004
1000000,1000,8,24,0,15,lsb,2461750.0834890003,14903.736328,1074036.8891549997,1258758.811522,114050.646484,2332795.700677,2446846.347161
1000000,1000,8,24,0,16,lsb,2462523.8788990006,13746.716797,1001142.1689390001,1323112.339354,124522.653809,2324254.508293,2448777.162102
1000000,1000,8,24,0,17,lsb,2461835.914556,13063.015137,942453.665527,1370938.6001029997,135380.633789,2313392.26563,2448772.899419
1000000,1000,8,24,0,18,lsb,2462570.3701170003,13743.194824,914209.9218710001,1389062.590824,145554.662598,2303272.512695,2448827.175293
1000000,1000,8,24,0,19,lsb,2461826.109863,13041.545898,900987.8671879999,1393736.9086910002,154059.788086,2294724.7758790003,2448784.563965
1000000,1000,8,24,0,2,lsb,2462427.829103,15875.649902000001,2428751.6010750006,9481.164064,8319.414062,2438232.7651390005,2446552.1792010004
1000000,1000,8,24,0,20,lsb,2462624.46045,13519.223633000001,970017.8686539999,1318717.7309559998,160369.637207,2288735.59961,2449105.236817
1000000,1000,8,24,0,21,lsb,2461783.0898490003,13121.263184,951052.0268540002,1322014.218756,175595.581055,2273066.24561,2448661.826665
1000000,1000,8,24,0,22,lsb,2462504.019043,13640.80957,945188.2040979998,1315016.512699,188658.492676,2260204.716797,2448863.209473
1000000,1000,8,24,0,23,lsb,2461880.286123,12857.26123,973329.2294869999,1277102.050777,198591.744629,2250431.280264,2449023.024893
1000000,1000,8,24,0,3,lsb,2461868.1127930004,15163.020508000001,2429491.0869130003,8774.149414999998,8439.855957,2438265.236328,2446705.0922850003
1000000,1000,8,24,0,4,lsb,2462524.679193,15878.983397999998,1393733.202638,1038801.9589770001,14110.53418,2432535.161615,2446645.695795
1000000,1000,8,24,0,5,lsb,2461812.026859,15018.355957,1302255.5932649998,1125657.5390630001,18880.538574000002,2427913.132328,2446793.670902
1000000,1000,8,24,0,6,lsb,2462566.299796,15964.963378999999,1290008.5493139997,1126395.3969659999,30197.390137000002,2416403.94628,2446601.336417
1000000,1000,8,24,0,7,lsb,2461720.318359,14721.24707,1436572.101564,972553.183104,37873.786621,2409125.284668,2446999.071289
1000000,1000,8,24,0,8,lsb,2462413.813965,15952.585938,1058531.8950209997,1340542.731444,47386.601562,2399074.6264649997,2446461.2280269996
1000000,1000,8,24,0,9,lsb,2461770.854988,14957.086426,936830.2714839999,1453268.344246,56715.15283200001,2390098.6157299997,2446813.768562
1000000,1000,8,26,0,0,lsb,2781487.54101,22191.010742,2102458.659178,612946.8207970002,43891.050293,2715405.479975,2759296.530268
1000000,1000,8,26,0,1,lsb,2782102.845708,22959.921387000002,2018212.0029299997,706047.3930710001,34883.52832,2724259.396001,2759142.924321
1000000,1000,8,26,0,10,lsb,2781564.414559,23297.807617,1436113.2827179998,1286797.9770560001,35355.347168,2722911.259774,2758266.606942
1000000,1000,8,26,0,11,lsb,2782193.727053,22719.053223,1199198.512697,1516150.157227,44126.003906,2715348.6699240003,2759474.67383
1000000,1000,8,26,0,12,lsb,2781594.6093760002,21983.058594,1274717.3012700002,1430409.1372070003,54485.112304999995,2705126.438477,2759611.550782
1000000,1000,8,26,0,13,lsb,2782136.963874,22833.57666,1234991.1323240004,1460982.415046,63329.83984400001,2695973.5473700003,2759303.3872140003
1000000,1000,8,26,0,14,lsb,2781593.025393,22529.125977,1243907.240239,1442205.82031,72950.838867,2686113.0605490003,2759063.899416
1000000,1000,8,26,0,15,lsb,2782094.0620069997,22951.384277,1311115.1445320002,1365626.4404250002,82401.092773,2676741.5849570003,2759142.67773
1000000,1000,8,26,0,16,lsb,2781828.0791040002,24417.07666,1023515.9619100002,1641829.119147,92065.921387,2665345.081057,2757411.002444
1000000,1000,8,26,0,17,lsb,2782092.487796,24627.059569999998,906058.4682659999,1748546.838378,102860.121582,2654605.306644,2757465.428226
1000000,1000,8,26,0,18,lsb,2781454.495608,23973.116699000002,925842.708498,1717712.632325,113926.03808599999,2643555.340823,2757481.3789089997
1000000,1000,8,26,0,19,lsb,2782114.4052759996,24623.958008,949159.5712880001,1687103.734378,121227.141602,2636263.305666,2757490.4472680003
1000000,1000,8,26,0,2,lsb,2781948.072757,22621.787598,2037620.3652330001,695260.9013710001,26445.018555000002,2732881.2666040002,2759326.285159
1000000,1000,8,26,0,20,lsb,2782070.775879,21297.186035,924145.1406290001,1708340.7294880003,128287.719727,2632485.8701170003,2760773.5898440005
1000000,1000,8,26,0,21,lsb,2782195.9169920003,21218.016112999998,921136.0288099999,1696047.2026350002,143794.66943399998,2617183.231445,2760977.900879
1000000,1000,8,26,0,22,lsb,2781602.9619190004,20810.022949000002,923546.0083030001,1681513.6025420001,155733.328125,2605059.6108450005,2760792.9389700005
1000000,1000,8,26,0,23,lsb,2782221.835945,21419.36084,931408.4340919999,1667785.990232,161608.050781,2599194.424324,2760802.4751049997
1000000,1000,8,26,0,24,lsb,2781980.818359,19442.241699000002,697515.9208980001,1894738.921387,170283.734375,2592254.8422850003,2762538.5766600003
1000000,1000,8,26,0,25,lsb,2782169.123046,19270.233398,687833.2412090001,1892618.5991230002,182447.04931600002,2580451.8403320005,2762898.8896480007
1000000,1000,8,26,0,3,lsb,2782072.443357,22994.464355,2086923.405272,653446.495117,18708.078612999998,2740369.900389,2759077.979002
1000000,1000,8,26,0,4,lsb,2781382.1108410005,22200.563477,2693030.9096669992,54277.434572,11873.203125,2747308.3442389993,2759181.5473639993
1000000,1000,8,26,0,5,lsb,2782024.6372110005,22613.734862999998,2699989.7602539994,48014.95654700001,11406.185547,2748004.7168009994,2759410.902347999
1000000,1000,8,26,0,6,lsb,2781794.798339,22292.869629,2731986.1894529997,16537.881835,10977.857422,2748524.071288,2759501.9287099997
1000000,1000,8,26,0,7,lsb,2781908.2387679997,22944.510742,2738576.854494,9412.550778000003,10974.322754,2747989.405272,2758963.728026
1000000,1000,8,26,0,8,lsb,2781475.8979430003,21755.458008,1190529.7700139997,1551443.33789,17747.332031,2741973.1079039997,2759720.4399349997
1000000,1000,8,26,0,9,lsb,2782228.911133,22730.859375,1116008.840821,1617459.4536129998,26029.757324000002,2733468.294434,2759498.0517579997
1000000,1000,8,28,0,0,lsb,3234847.515134,23117.79834,1396265.7792950002,1733030.7963859998,82433.141113,3129296.575681,3211729.716794
1000000,1000,8,28,0,1,lsb,3234263.258783,22699.340819999998,1382572.0024409997,1754314.0126900002,74677.902832,3136886.015131,3211563.917963
1000000,1000,8,28,0,10,lsb,3234766.3310630005,23262.463379,3179383.7504939996,21066.68262,11053.43457,3200450.4331139997,3211503.8676839997
1000000,1000,8,28,0,11,lsb,3233959.5219759997,22487.438477,3183568.349612,16948.842284999988,10954.891602,3200517.1918969997,3211472.083499
1000000,1000,8,28,0,12,lsb,3234882.3642619997,23153.932129,2913477.317875,280169.499024,18081.615234,3193646.816899,3211728.4321330003
1000000,1000,8,28,0,13,lsb,3234195.202145,22351.391112999998,2891394.7963889996,294332.225581,26116.789062,3185727.0219699997,3211843.8110319995
1000000,1000,8,28,0,14,lsb,3235059.293455,23500.753418,2912271.297362,264453.609374,34833.633301,3176724.9067360004,3211558.5400370006
1000000,1000,8,28,0,15,lsb,3234237.463864,22599.949219,2941847.4326159996,226052.495603,43737.586426,3167899.9282189994,3211637.5146449995
1000000,1000,8,28,0,16,lsb,3234920.5654220004,25111.239258,947694.548824,2209113.1411099993,53001.636230000004,3156807.6899339994,3209809.3261639993
1000000,1000,8,28,0,17,lsb,3234144.869632,24401.40625,970052.9799819998,2176140.117677,63550.365723,3146193.0976589997,3209743.4633819996
1000000,1000,8,28,0,18,lsb,3234864.8818320003,24957.291504,878111.472167,2259128.3139620004,72667.804199,3137239.7861290006,3209907.5903280005
1000000,1000,8,28,0,19,lsb,3234098.117184,24189.671875,900286.719236,2229430.95703,80190.769043,3129717.676266,3209908.445309
1000000,1000,8,28,0,2,lsb,3234987.300788,23085.055664,1396040.2871109997,1749741.6074269996,66120.350586,3145781.8945379993,3211902.245123999
1000000,1000,8,28,0,20,lsb,3234824.638183,23280.012694999998,1569893.0922869998,1550035.831053,91615.702148,3119928.9233399997,3211544.6254879995
1000000,1000,8,28,0,21,lsb,3234062.35791,22652.234862999998,1560797.1547869998,1547978.3837869999,102634.584473,3108775.538574,3211410.123047
1000000,1000,8,28,0,22,lsb,3234895.593756,23061.251465,1583624.602545,1521498.0864259999,106711.65332,3105122.688971,3211834.342291
1000000,1000,8,28,0,23,lsb,3234227.72607,22716.768555000002,1603676.1665009998,1495755.6538069998,112079.13720699999,3099431.820308,3211510.957515
1000000,1000,8,28,0,24,lsb,3234770.0952169998,23004.580566,1449252.2988339995,1646808.501462,115704.71435499999,3096060.8002959993,3211765.514650999
1000000,1000,8,28,0,25,lsb,3234405.095216,23777.282715,1647763.8823230003,1441939.414553,120924.515625,3089703.2968760002,3210627.8125010002
1000000,1000,8,28,0,26,lsb,3234968.58593,23186.839355,1423587.2973570002,1649274.3046869999,138920.144531,3072861.6020440003,3211781.746575
1000000,1000,8,28,0,27,lsb,3234257.516114,22680.246094,1452711.1201209999,1591264.0449190002,167602.10498,3043975.1650400003,3211577.27002
1000000,1000,8,28,0,3,lsb,3234263.879397,22663.945800999998,1400330.782226,1755412.3110379998,55856.84033200001,3155743.0932639996,3211599.9335959996
1000000,1000,8,28,0,4,lsb,3234916.31104,23270.770996,1254676.7431659997,1911260.98389,45707.812988,3165937.7270559995,3211645.5400439994
1000000,1000,8,28,0,5,lsb,3234175.919919,22700.949707,1245557.132321,1929215.253907,36702.583984,3174772.386228,3211474.970212
1000000,1000,8,28,0,6,lsb,3234912.844233,23386.390137000002,1250781.620605,1933483.7016549997,27261.131836,3184265.32226,3211526.4540959997
1000000,1000,8,28,0,7,lsb,3234190.2709989995,22610.107422,1280518.1152369997,1912234.5913089998,18827.457031,3192752.7065459993,3211580.163576999
1000000,1000,8,28,0,8,lsb,3234548.496086,23066.773925999998,3163795.184564,36477.96874799999,11208.568848,3200273.153312,3211481.72216
1000000,1000,8,28,0,9,lsb,3233947.7294920003,22621.269043,3155120.96484,45132.197269,11073.298340000001,3200253.162109,3211326.4604490004
1000000,1000,8,2,0,0,lsb,1272260.0078019998,5574.244140999999,667873.628901,590395.0327089999,8417.102051,1258268.6616099998,1266685.763661
1000000,1000,8,2,0,1,lsb,1272122.067872,8545.191406,1259477.041991,437.0546900000001,3662.779785,1259914.096681,1263576.876466
1000000,1000,8,30,0,0,lsb,3025617.7797939996,18484.57666,1107342.865241,1809099.3203150004,90691.017578,2916442.185556,3007133.2031340003
1000000,1000,8,30,0,1,lsb,3026116.601074,18970.870605,1039196.987794,1888143.0639640002,79805.678711,2927340.051758,3007145.730469
