alternative,n,time_steps,ghost_cells,cores,run,kernel_time,effective_time
lsb,1000000,1000,4,36,4,3237334.486827,3317320.294442
lsb,1000000,1000,4,40,0,3268240.78907,3383290.280762
lsb,1000000,1000,4,40,1,3121600.85155,3251098.178222
lsb,1000000,1000,4,40,2,3793083.76173,3869086.809568
lsb,1000000,1000,4,40,3,2875638.531247,2946411.663094
lsb,1000000,1000,4,40,4,4167962.638184,4302479.667967
lsb,1000000,1000,4,44,0,3218108.095698,3300521.4184649996
lsb,1000000,1000,4,44,1,3027557.452151,3122397.441896
lsb,1000000,1000,4,44,2,3156313.4497220004,3277185.786617
lsb,1000000,1000,4,44,3,3664904.314933,3759789.564943
lsb,1000000,1000,4,44,4,3281350.728011,3389868.6225659996
lsb,1000000,1000,4,48,0,3278510.0175799998,3384201.230462
lsb,1000000,1000,4,48,1,3206235.3266669996,3386208.6621010005
lsb,1000000,1000,4,48,2,3351520.323729,3473738.028806
lsb,1000000,1000,4,48,3,3184174.5649300003,3266770.8628
lsb,1000000,1000,4,48,4,3126143.78564,3232946.334473
lsb,1000000,1000,8,1,0,1147831.9028089999,1157814.6537859999
lsb,1000000,1000,8,1,1,1151507.7275039998,1163365.8232069998
lsb,1000000,1000,8,1,2,1148971.820277,1157408.136195
lsb,1000000,1000,8,1,3,1147106.9301409998,1155753.7743789998
lsb,1000000,1000,8,1,4,1157060.091281,1165577.7865930002
lsb,1000000,1000,8,4,0,1830948.8042030002,1854727.6650430001
lsb,1000000,1000,8,4,1,1433957.751949,1515933.8500939999
lsb,1000000,1000,8,4,2,2037901.1376999998,2061810.040532
lsb,1000000,1000,8,4,3,1415854.1386750003,1436013.6660190003
lsb,1000000,1000,8,4,4,2432438.2441429994,2478477.630378
lsb,1000000,1000,8,8,0,2412839.1166939996,2432822.9360379996
lsb,1000000,1000,8,8,1,2718589.688478,2736306.3852540003
lsb,1000000,1000,8,8,2,2038494.6845680005,2061476.7065410004
lsb,1000000,1000,8,8,3,2153069.947754,2175250.0673849997
lsb,1000000,1000,8,8,4,2261713.416501,2289182.557612
lsb,1000000,1000,8,12,0,1980240.9511630002,2014749.555656
lsb,1000000,1000,8,12,1,2333852.5102570006,2379646.005864
lsb,1000000,1000,8,12,2,2540556.27832,2580367.867665
lsb,1000000,1000,8,12,3,2483551.3764730007,2517027.6284119994
lsb,1000000,1000,8,12,4,2076898.867681,2113513.6591819995
lsb,1000000,1000,8,16,0,1993281.832512,2036094.840818
lsb,1000000,1000,8,16,1,2094773.961915,2131314.144047
lsb,1000000,1000,8,16,2,2205299.5136689995,2240489.0805669995
lsb,1000000,1000,8,16,3,2340580.692384,2383419.294443
lsb,1000000,1000,8,16,4,2276949.064935,2333512.883789
lsb,1000000,1000,8,20,0,2546012.7138610003,2586945.1494150003
lsb,1000000,1000,8,20,1,2570025.278812,2623635.692376
lsb,1000000,1000,8,20,2,2200924.2475599996,2248710.7373079997
lsb,1000000,1000,8,20,3,2147330.993653,2211758.750007
lsb,1000000,1000,8,20,4,2862439.042475,2899262.28613
lsb,1000000,1000,8,24,0,2888019.414066,2937845.03174
lsb,1000000,1000,8,24,1,2389838.055669,2439017.696292
lsb,1000000,1000,8,24,2,2816718.2241119994,2868337.3579140007
lsb,1000000,1000,8,24,3,2197142.124512,2247540.523439
lsb,1000000,1000,8,24,4,2533460.663569,2573031.353521
lsb,1000000,1000,8,28,0,2396611.0170940007,2681854.125971
lsb,1000000,1000,8,28,1,2164350.447754,2228502.6123070004
lsb,1000000,1000,8,28,2,2764774.4702230003,2807703.544433
lsb,1000000,1000,8,28,3,2822407.103026,2880423.0146490005
lsb,1000000,1000,8,28,4,2442965.501474,2483492.889156
lsb,1000000,1000,8,32,0,2702013.737297999,2749893.678227
lsb,1000000,1000,8,32,1,2588368.8486319995,2678150.160642
lsb,1000000,1000,8,32,2,2659086.741214,2712364.6054760003
lsb,1000000,1000,8,32,3,2609682.3735370003,2728591.865716
lsb,1000000,1000,8,32,4,2925720.062503,2973291.676763
lsb,1000000,1000,8,36,0,2701711.812493,2832803.953617
lsb,1000000,1000,8,36,1,2941966.5029249997,3015901.1093780003
lsb,1000000,1000,8,36,2,2988039.2163109994,3041584.0317430007
lsb,1000000,1000,8,36,3,2536669.9218829996,2614150.4917000006
lsb,1000000,1000,8,36,4,2908029.250979,2970232.2377919997
lsb,1000000,1000,8,40,0,2984052.5166049995,3032386.888188001
lsb,1000000,1000,8,40,1,2778209.716298,2844243.652340001
lsb,1000000,1000,8,40,2,2861607.657234,2903242.0869099996
lsb,1000000,1000,8,40,3,2996077.430669,3034339.1899409997
lsb,1000000,1000,8,40,4,2867937.8291059993,2922151.709963
lsb,1000000,1000,8,44,0,2641586.761715,2706132.889648
lsb,1000000,1000,8,44,1,2763152.98584,2829747.3237300003
lsb,1000000,1000,8,44,2,2785892.9868160007,2812633.511233
lsb,1000000,1000,8,44,3,2688840.0644519995,2763717.296382
lsb,1000000,1000,8,44,4,2875418.27539,2927682.330079
lsb,1000000,1000,8,48,0,3208653.026362,3272697.558107
lsb,1000000,1000,8,48,1,2727831.2133870004,2799864.331051
lsb,1000000,1000,8,48,2,2988783.0458899997,3044474.467771
lsb,1000000,1000,8,48,3,3188494.5532230004,3225566.311513
lsb,1000000,1000,8,48,4,2798327.5400420004,2849637.618651
lsb,1000000,1000,32,1,0,1150443.402827,1160283.41894
lsb,1000000,1000,32,1,1,1148650.278801,1158198.291496
lsb,1000000,1000,32,1,2,1148953.646968,1158165.4873000002
lsb,1000000,1000,32,1,3,1155332.27685,1164224.574213
lsb,1000000,1000,32,1,4,1150422.9614179998,1158410.7885659998
lsb,1000000,1000,32,4,0,1438302.428715,1450322.787109
lsb,1000000,1000,32,4,1,1438764.4096719997,1453829.6616200001
lsb,1000000,1000,32,4,2,1499179.959961,1525705.301761
lsb,1000000,1000,32,4,3,1444315.4248040002,1457180.6718730002
lsb,1000000,1000,32,4,4,1624603.208989,1665724.5214850002
lsb,1000000,1000,32,8,0,2700711.775879,2733273.727049
lsb,1000000,1000,32,8,1,3304082.226073,3327273.745123
lsb,1000000,1000,32,8,2,3102416.606448,3143733.270018
lsb,1000000,1000,32,8,3,2200579.1001,2270312.68701
lsb,1000000,1000,32,8,4,3078474.458981,3110924.676758
lsb,1000000,1000,32,12,0,2942899.453127,2973359.0209959997
lsb,1000000,1000,32,12,1,2181949.678223,2209589.098634
lsb,1000000,1000,32,12,2,2503583.5537119997,2529207.053221
lsb,1000000,1000,32,12,3,2661770.630857,2685380.1782239997
lsb,1000000,1000,32,12,4,2169946.305663,2205502.131348
lsb,1000000,1000,32,16,0,2833111.3134730007,2878951.1884740004
lsb,1000000,1000,32,16,1,2404224.8647499997,2432576.2573249997
lsb,1000000,1000,32,16,2,3165680.103514,3195999.0483459993
lsb,1000000,1000,32,16,3,2474740.875001,2490922.0707979994
lsb,1000000,1000,32,16,4,2318008.531249,2352472.107909
lsb,1000000,1000,32,20,0,2903961.7094719997,2933982.396482
lsb,1000000,1000,32,20,1,2351825.11719,2397015.2778310003
lsb,1000000,1000,32,20,2,3197049.20801,3230705.859374
lsb,1000000,1000,32,20,3,2430898.007812,2455639.874518
lsb,1000000,1000,32,20,4,2806961.282712,2846008.379881
lsb,1000000,1000,32,24,0,2705004.6870110002,2745335.750978
lsb,1000000,1000,32,24,1,2364100.203126,2394759.6220730003
lsb,1000000,1000,32,24,2,2468080.833009,2513469.0751959994
lsb,1000000,1000,32,24,3,2652395.983888,2694885.8061559997
lsb,1000000,1000,32,24,4,2825803.145999,2852329.901854
lsb,1000000,1000,32,28,0,3096058.2055659997,3136429.6206009993
lsb,1000000,1000,32,28,1,2718431.119142,2779135.7529289997
lsb,1000000,1000,32,28,2,3466529.7583050006,3499316.7304710005
lsb,1000000,1000,32,28,3,2852640.5688469997,2890456.198248
lsb,1000000,1000,32,28,4,2909646.4204100003,2948666.9169940003
lsb,1000000,1000,32,32,0,3270434.600096,3328355.9375019995
lsb,1000000,1000,32,32,1,3061963.7275400003,3091050.417967
lsb,1000000,1000,32,32,2,4022547.188964,4065487.298339
lsb,1000000,1000,32,32,3,2808185.730467,2854225.067381
lsb,1000000,1000,32,32,4,3092348.700685,3114106.8378919996
lsb,1000000,1000,32,36,0,3031864.732423,3059546.552737
lsb,1000000,1000,32,36,1,3043560.234375,3078494.1630849997
lsb,1000000,1000,32,36,2,3465069.162596999,3520293.5048809997
lsb,1000000,1000,32,36,3,3437420.878906,3471559.7719729994
lsb,1000000,1000,32,36,4,3291985.7089819997,3330091.618165
lsb,1000000,1000,32,40,0,3720400.799314,3764223.6616209997
lsb,1000000,1000,32,40,1,3079824.699709,3113357.8803709997
lsb,1000000,1000,32,40,2,3479052.549805,3504344.2573250006
lsb,1000000,1000,32,40,3,3230260.5048829997,3282399.3032219997
lsb,1000000,1000,32,40,4,3685931.114747,3743688.8085919996
lsb,1000000,1000,32,44,0,2951924.564456,2988519.6342780003
lsb,1000000,1000,32,44,1,3596859.0151400003,3626467.5957040004
lsb,1000000,1000,32,44,2,2936207.479492,2985553.365234
lsb,1000000,1000,32,44,3,2958366.8266559998,3000391.4404280004
lsb,1000000,1000,32,44,4,3067543.7202219996,3102126.363768
lsb,1000000,1000,32,48,0,3389737.4702169998,3429448.2729489994
lsb,1000000,1000,32,48,1,3907985.2465789993,3960021.5278309993
lsb,1000000,1000,32,48,2,3477074.045408,3509548.6093800003
lsb,1000000,1000,32,48,3,3460163.634276,3484459.560056
lsb,1000000,1000,32,48,4,3746949.223145,3803980.8159160004
lsb,1000000,1000,128,1,0,1151775.4462889999,1162461.9956049998
lsb,1000000,1000,128,1,1,1147179.9965799998,1156657.5463849998
lsb,1000000,1000,128,1,2,863992.748048,872082.266114
lsb,1000000,1000,128,1,3,1160102.40869,1167983.453612
lsb,1000000,1000,128,1,4,1149902.573729,1158585.481444
lsb,1000000,1000,128,4,0,1448677.3559559998,1458684.882324
lsb,1000000,1000,128,4,1,1431227.466799,1442532.1523449998
lsb,1000000,1000,128,4,2,1376755.4443360001,1389140.0742189998
lsb,1000000,1000,128,4,3,1629748.991211,1645679.634766
lsb,1000000,1000,128,4,4,1856491.692871,1867233.1923820002
lsb,1000000,1000,128,8,0,2662151.679688,2702820.2026360002
lsb,1000000,1000,128,8,1,2778175.370606,2830734.0131840003
lsb,1000000,1000,128,8,2,3312304.765625,3335691.053712
lsb,1000000,1000,128,8,3,2694603.5214849995,2736009.523438
lsb,1000000,1000,128,8,4,3868259.848147,3890715.1123050004
lsb,1000000,1000,128,12,0,2730135.604005,2761518.573243
lsb,1000000,1000,128,12,1,2749546.09082,2804299.646484
lsb,1000000,1000,128,12,2,2693024.446777,2730858.4897459997
lsb,1000000,1000,128,12,3,2675824.6767579997,2688086.5747069996
lsb,1000000,1000,128,12,4,3249535.727539,3271255.624512
lsb,1000000,1000,128,16,0,2964875.927247,3002035.4658190003
lsb,1000000,1000,128,16,1,3043026.2314460003,3085815.3344730004
lsb,1000000,1000,128,16,2,4174628.065919,4216428.5136710005
lsb,1000000,1000,128,16,3,3161411.063965,3185782.224121
lsb,1000000,1000,128,16,4,3666159.621093,3696992.8832989996
lsb,1000000,1000,128,20,0,2965872.4565419997,2998271.4101549997
lsb,1000000,1000,128,20,1,2998170.3486329997,3068231.2558589997
lsb,1000000,1000,128,20,2,3065404.94873,3103147.3222649996
lsb,1000000,1000,128,20,3,3194951.845214,3247045.42676
lsb,1000000,1000,128,20,4,3156474.515139,3202827.283203
lsb,1000000,1000,128,24,0,3237284.007812,3286554.3598639998
lsb,1000000,1000,128,24,1,4625278.706542,4670012.927735
lsb,1000000,1000,128,24,2,3384054.9130860004,3420767.0375970006
lsb,1000000,1000,128,24,3,4583667.607422,4654489.217776
lsb,1000000,1000,128,24,4,4301692.163576,4341258.985351
lsb,1000000,1000,128,28,0,4301992.910644,4340071.716796
lsb,1000000,1000,128,28,1,4485691.5654299995,4517492.074218
lsb,1000000,1000,128,28,2,3390856.694336,3434397.483886
lsb,1000000,1000,128,28,3,4304020.766601999,4351001.000977
lsb,1000000,1000,128,28,4,3823233.634278,3856382.916993
lsb,1000000,1000,128,32,0,4509197.621093,4531188.081054
lsb,1000000,1000,128,32,1,4135324.421875,4181019.0356460004
lsb,1000000,1000,128,32,2,4025093.838378,4182849.911623
lsb,1000000,1000,128,32,3,3843908.84082,3901276.458985
lsb,1000000,1000,128,32,4,4078007.9438480004,4113864.3720699996
lsb,1000000,1000,128,36,0,4881011.374024999,4930579.649414
lsb,1000000,1000,128,36,1,3828816.246094,3899233.819824
lsb,1000000,1000,128,36,2,3953168.4077159995,4028503.7138670003
lsb,1000000,1000,128,36,3,4122532.694824999,4152899.4487300003
lsb,1000000,1000,128,36,4,3964187.5029289997,4010690.3095690003
lsb,1000000,1000,128,40,0,4521687.453614,4571768.666015
lsb,1000000,1000,128,40,1,4745000.039062,4771466.277831
lsb,1000000,1000,128,40,2,4232143.121092,4256650.20996
lsb,1000000,1000,128,40,3,4351993.5014659995,4393232.223633
lsb,1000000,1000,128,40,4,4486273.683592001,4522170.03125
lsb,1000000,1000,128,44,0,4346227.035157001,4394693.461914
lsb,1000000,1000,128,44,1,4387980.202148001,4456338.007324
lsb,1000000,1000,128,44,2,4511933.067871001,4564080.865235
lsb,1000000,1000,128,44,3,4387984.6220700005,4457721.546874
lsb,1000000,1000,128,44,4,4387981.484376,4420174.74463
lsb,1000000,1000,128,48,0,4779787.947755,4803046.739747001
lsb,1000000,1000,128,48,1,3562776.186036,3590696.4672850003
lsb,1000000,1000,128,48,2,4446505.443849,4475195.835448001
lsb,1000000,1000,128,48,3,4529478.132814,4571963.097166
lsb,1000000,1000,128,48,4,4784340.771971,4890472.939455
lsb,1000000,1000,1000,1,0,1146135.901367,1155858.609863
lsb,1000000,1000,1000,1,1,1149438.833496,1158284.643555
lsb,1000000,1000,1000,1,2,1149103.2231450002,1158423.0991220002
lsb,1000000,1000,1000,1,3,1149399.611816,1157799.104492
lsb,1000000,1000,1000,1,4,1160173.690918,1168998.7763669998
lsb,1000000,1000,1000,4,0,1497047.739258,1505686.628418
lsb,1000000,1000,1000,4,1,1513944.7255860001,1552615.280273
lsb,1000000,1000,1000,4,2,1496380.986816,1508492.864258
lsb,1000000,1000,1000,4,3,2325058.4082029997,2335359.465332
lsb,1000000,1000,1000,4,4,1677448.875977,1688956.469726
lsb,1000000,1000,1000,8,0,2898864.206055,2912955.7578129997
lsb,1000000,1000,1000,8,1,2696472.5571290003,2711069.925293
lsb,1000000,1000,1000,8,2,2740477.834473,2762511.770508
lsb,1000000,1000,1000,8,3,2915167.10791,2925539.563965
lsb,1000000,1000,1000,8,4,2716211.213867,2736047.812012
lsb,1000000,1000,1000,12,0,5486758.983398001,5511167.111816
lsb,1000000,1000,1000,12,1,3439429.972656,3464174.69336
lsb,1000000,1000,1000,12,2,2983594.281738,3005726.0805670004
lsb,1000000,1000,1000,12,3,2809933.960938,2836429.233398
lsb,1000000,1000,1000,12,4,3113847.625,3131519.6308589997
lsb,1000000,1000,1000,16,0,4595039.337891,4632207.9409179995
lsb,1000000,1000,1000,16,1,3070301.0366209997,3102041.1733399997
lsb,1000000,1000,1000,16,2,3016157.355469,3055092.927734
lsb,1000000,1000,1000,16,3,3330073.6074220003,3364786.95752
lsb,1000000,1000,1000,16,4,2959955.478027,3003159.8037110004
lsb,1000000,1000,1000,20,0,3158786.632812,3206735.707031
lsb,1000000,1000,1000,20,1,3530100.9970699996,3569288.7871089997
lsb,1000000,1000,1000,20,2,3382734.922852,3439417.870605
lsb,1000000,1000,1000,20,3,4940029.602539,4957638.673829
lsb,1000000,1000,1000,20,4,3125016.831543,3158982.125976
lsb,1000000,1000,1000,24,0,3609513.590332,3636365.30957
lsb,1000000,1000,1000,24,1,3514159.065918,3548209.149902
lsb,1000000,1000,1000,24,2,3623796.3862300003,3663618.259765
lsb,1000000,1000,1000,24,3,6438803.580078,6457652.832031
lsb,1000000,1000,1000,24,4,4314991.366211,4343001.4658200005
lsb,1000000,1000,1000,28,0,5768145.92041,5780115.682128999
lsb,1000000,1000,1000,28,1,3821565.684082,3861282.130859
